0,1.3666669858322402,West Germanic not further defined
1,16840.070599424864,Afrikaans
2,10634.035816760661,Dutch
3,2041861.9768477294,English
4,18853.171069555752,German
5,148.96670145571417,Friesian
6,17.766670815819122,Yiddish
7,79.26668517826992,Scots
8,1462.333674840497,West Germanic not elsewhere classified
9,1.3666669858322402,North Germanic not further defined
10,1067.3669159349795,Danish
11,567.1667991203797,Norwegian
12,1517.0003542737866,Swedish
13,69.70001627744425,Icelandic
14,6.833334929161201,North Germanic not elsewhere classified
15,1.3666669858322402,Romance not further defined
16,25108.405863709915,French
17,173.5667072006945,Catalan
18,4814.7677910869825,Portuguese
19,17686.03746365502,Spanish
20,4511.367720232225,Italian
21,910.200212564272,Romanian
22,266.50006223728684,Romance not elsewhere classified
23,1332.5003111864341,Greek
24,1.3666669858322402,Baltic not further defined
25,151.70003542737865,Latvian
26,98.40002297992129,Lithuanian
27,35.533341631638244,Slavic not further defined
28,34.166674645806005,Belorussian
29,5714.034667764597,Russian
30,492.00011489960644,Ukrainian
31,382.66675603302724,Bulgarian
32,364.90008521720813,Macedonian
33,2506.4672520163285,Serbo-Croatian
34,146.2333674840497,Slovene
35,1120.666928382437,Czech
36,1418.6003312938653,Polish
37,366.26675220304037,Slovak
38,9.56666890082568,Slavic not elsewhere classified
39,158.53337035653985,Albanian
40,76.53335120660545,Armenian
41,1042.7669101899992,Indo-Aryan not further defined
42,31647.907390917186,Hindi
43,3564.2674990504825,Urdu
44,12211.169518411067,Fiji Hindi
45,1579.8670356220696,Bengali
46,58.76668039078633,Oriya
47,1485.5670135996452,Nepalese
48,15592.303641360028,Panjabi
49,158.53337035653985,Sindhi
50,61.500014362450806,Kashmiri
51,3310.0674396856857,Sinhala
52,10113.335695158577,Gujarati
53,416.8334306788333,Konkani
54,2173.0005074732617,Marathi
55,8.200001914993441,Romani
56,328.00007659973767,Indo-Aryan not elsewhere classified
57,1.3666669858322402,Celtic not further defined
58,493.3667818854387,Welsh
59,250.10005840729997,Scottish Gaelic
60,535.7334584462382,Irish
61,1.3666669858322402,Breton
62,6.833334929161201,Celtic not elsewhere classified
