0,108280.31202244812,All Other Languages
1,289243.7767470567,Arabic
2,58223.66102796263,Australian Indigenous Languages
3,252583.0360892961,Cantonese
4,536468.4487016628,Mandarin
5,51142.708691583735,Croatian
6,30411.413627520637,Dutch
7,164075.627156485,Filipino/Tagalog
8,63723.17670109997,French
9,71341.76355971789,German
10,213600.03795504154,Greek
11,143522.34486065488,Hindi
12,17882.19171795026,Hungarian
13,61040.39841621493,Indonesian
14,52425.659299000275,Persian
15,244184.96907887008,Italian
16,50309.28527667474,Japanese
17,31852.597806699836,Khmer
18,97991.53364033537,Korean
19,59355.57049869664,Macedonian
20,28763.446939787966,Maltese
21,43217.544287675664,Polish
22,43924.201034297526,Portuguese
23,45233.224218879506,Russian
24,40345.06552755243,Samoan
25,48369.12591381216,Serbian
26,58090.600978980394,Sinhalese
27,126598.5451171307,Spanish
28,65775.71786208944,Tamil
29,52465.21769194094,Turkish
30,249389.59491372248,Vietnamese
31,39331.83123564042,Afrikaans
32,8256.016417593626,Albanian
33,6125.257525107849,Amharic
34,9174.849999079055,Armenian
35,41077.794851339735,Assyrian/Aramaic
36,9096.632267582741,Auslan
37,49045.21481134352,Bengali
38,14224.838479708847,Bosnian
39,2408.566697455442,Bulgarian
40,14673.466617831382,Burmese
41,17957.712286291528,"Chinese, nfd"
42,7138.491817019862,Czech
43,5193.83718223221,Danish
44,1650.663850887716,Estonian
45,7325.495129103002,Fijian
46,5375.446168005259,Finnish
47,47533.90439013314,Gujarati
48,8071.710268665532,Hakka
49,9299.818558596153,Hebrew
50,2204.481352057015,Hmong
51,16093.073491770218,Min Nan (incl.Hokkien)
52,1357421.9792904975,Not Stated
53,1250.5846495559986,"Indo-Aryan, nfd"
54,8719.0294258764,Kannada
55,5575.9352958636255,Kurdish
56,8977.058034375734,Lao
57,2654.008544564563,Latvian
58,16125.439449630761,Malay
59,47832.39044595815,Malayalam
60,4602.2593968922765,Maori (Cook Island)
61,10560.292806387317,Maori (New Zealand)
62,11738.953105142107,Marathi
63,55745.867142861025,Nepali
64,29818.037733410674,Non-verbal so described
65,2602.762444618703,Norwegian
66,2739.4187111409974,Oromo
67,8301.868191229396,Pashto
68,119124.70601450022,Punjabi
69,11646.350503485553,Romanian
70,9924.661356181645,Shona
71,4883.663419402002,Slovak
72,3670.839054016637,Slovene
73,12743.19685320397,Somali
74,10305.860415428046,Swahili
75,8054.628235350245,Swedish
76,30958.038693609815,Telugu
77,995.2532042117112,Tetum
78,49841.77699646689,Thai
79,15907.868288457108,Tongan
80,6900.242404990861,Ukrainian
81,62299.973609621076,Urdu
82,3038.8038213510245,Wu
83,1350.379686292674,Yiddish
84,21039586.207011085,Total population
